id_dec,length,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8
848,8,00,6B,E1,94,99,00,00,87
544,8,8A,03,FF,C7,0C,00,48,10
809,8,0F,BC,7E,10,11,20,00,12
1264,8,80,00,70,00,00,39,3C,0F
356,8,00,08,00,00,00,00,01,09
688,5,EB,FF,00,07,B9
672,8,08,00,92,1C,B5,09,7D,03
1264,8,80,00,7A,00,00,39,3C,0F
544,8,88,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,4C
809,8,86,BC,7E,10,11,20,00,12
320,8,00,00,00,00,14,26,2F,E8
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
672,8,08,00,92,1C,B5,09,7D,03
1264,8,80,00,8E,00,00,39,3C,0F
357,8,FE,F7,7F,00,00,00,0A,7C
399,8,FA,70,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,EC
880,8,00,20,00,80,00,00,00,00
356,8,00,08,00,00,00,00,09,01
608,8,22,37,36,30,25,9F,5D,23
339,8,00,00,00,FF,00,FF,80,7E
357,8,FE,07,80,00,00,00,0D,74
357,8,FD,07,80,00,00,00,0F,75
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
544,8,88,03,FF,C7,0C,00,45,10
704,8,3D,00,00,00,00,00,00,00
1349,8,D8,66,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
320,8,00,00,00,00,0C,32,2D,5F
608,8,21,37,36,30,25,9E,60,30
544,8,8A,03,FF,C7,0C,00,3E,10
848,8,00,6B,61,94,99,00,00,07
1088,8,FF,00,00,00,FF,54,0A,00
2,8,00,00,00,00,00,08,08,B8
305,8,00,80,00,00,ED,7B,0A,C8
544,8,87,03,FF,C7,09,00,43,10
544,8,88,03,FF,C7,0C,00,48,10
809,8,D6,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
304,8,8F,80,00,FF,59,7C,05,3F
1088,8,FF,00,00,00,FF,26,0A,00
1088,8,FF,00,00,00,FF,22,0A,00
497,8,00,00,00,00,00,00,00,00
688,5,E9,FF,00,07,EE
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,00
305,8,00,80,00,00,E7,7B,04,61
544,8,89,03,FF,C7,0C,00,45,10
1088,8,FF,00,00,00,FF,03,0A,00
399,8,FA,70,00,00,00,44,00,20
356,8,00,08,00,00,00,00,01,09
320,8,00,00,00,00,02,00,2F,35
848,8,00,6B,D1,94,99,00,00,B7
339,8,00,00,00,FF,00,FF,70,6E
809,8,0F,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
1088,8,FF,00,00,00,FF,DC,09,00
304,8,84,80,00,FF,52,7C,0C,7F
339,8,00,00,00,FF,00,FF,30,2E
544,8,88,03,FF,C7,0C,00,48,10
688,5,E9,FF,00,07,66
1088,8,FF,00,00,00,FF,EB,09,00
848,8,00,6B,81,94,99,00,00,E7
357,8,FF,E7,7F,00,00,00,02,65
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
399,8,FA,70,00,00,00,44,00,20
1264,8,80,00,0C,00,00,39,3C,0F
356,8,00,08,00,00,00,00,08,00
1200,8,01,00,00,00,00,00,00,00
898,8,00,00,00,00,00,00,00,00
688,5,E9,FF,00,07,00
848,8,00,6B,31,94,99,00,00,57
356,8,00,08,00,00,00,00,03,0B
608,8,23,39,38,30,25,9D,5F,00
1349,8,D8,00,00,89,00,00,00,00
544,8,8A,03,FF,C7,09,00,46,10
544,8,8A,03,FF,C7,0C,00,44,10
790,8,45,39,78,0A,39,37,00,71
2,8,00,00,00,00,00,03,0C,42
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,0F,0A,00
357,8,FE,F7,7F,00,00,00,0F,79
1201,8,01,00,00,00,00,00,00,01
320,8,00,00,00,00,04,21,27,E1
357,8,FF,F7,7F,00,00,00,06,71
1349,8,D8,00,00,89,00,00,00,00
497,8,00,00,00,00,00,00,00,00
357,8,FD,07,80,00,00,00,0D,77
880,8,00,20,00,80,00,00,00,00
305,8,00,80,00,00,E5,7B,04,62
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
848,8,00,6B,A1,94,99,00,00,C7
1201,8,01,00,00,00,00,00,00,01
1087,8,00,40,61,FF,6F,49,0A,00
1088,8,FF,00,00,00,FF,4D,0A,00
1264,8,80,00,50,00,00,39,3C,0F
1349,8,D8,00,00,89,00,00,00,00
544,8,87,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
320,8,00,00,00,00,02,08,2C,48
1349,8,D8,00,00,89,00,00,00,00
848,8,00,6B,51,94,99,00,00,37
1088,8,FF,00,00,00,FF,6D,0A,00
2,8,00,00,00,00,00,08,05,39
320,8,00,00,00,00,02,09,27,CB
1088,8,FF,00,00,00,FF,76,0A,00
497,8,00,00,00,00,00,00,00,00
898,8,00,00,00,00,00,00,00,00
1349,8,D8,00,00,8A,00,00,00,00
304,8,83,80,00,FF,5E,7C,02,5D
848,8,00,6B,F1,94,99,00,00,97
608,8,23,37,37,30,25,9F,5C,04
544,8,88,03,FF,C7,0C,00,40,10
544,8,8A,03,FF,C7,0C,00,36,10
357,8,FE,07,80,00,00,00,0F,76
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
1200,8,01,00,00,00,00,00,00,00
688,5,EB,FF,00,07,64
880,8,00,20,00,80,00,00,00,00
339,8,00,00,00,FF,00,FF,80,7E
161,8,7D,80,00,00,2C,00,00,00
1349,8,D8,67,00,89,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
688,5,E9,FF,00,07,22
704,8,3D,00,00,00,00,00,00,00
1349,8,D8,67,00,89,00,00,00,00
848,8,00,6B,21,94,99,00,00,47
1200,8,01,00,00,00,00,00,00,00
399,8,FA,70,00,00,00,44,00,20
356,8,00,08,00,00,00,00,04,0C
880,8,00,20,00,80,00,00,00,00
1264,8,80,00,A4,00,00,39,3C,0F
790,8,45,38,C0,0A,38,37,00,71
1349,8,D8,00,00,89,00,00,00,00
2,8,00,00,00,00,00,02,0B,5D
1435,8,00,00,00,00,00,00,00,C4
1088,8,FF,00,00,00,FF,52,0A,00
1349,8,D8,00,00,89,00,00,00,00
356,8,00,08,00,00,00,00,08,00
1264,8,80,00,B6,00,00,39,3C,0F
1349,8,D8,00,00,89,00,00,00,00
339,8,00,00,00,FF,00,FF,B0,AE
880,8,00,20,00,80,00,00,00,00
688,5,E9,FF,00,07,11
608,8,22,38,37,30,25,9E,5F,11
2,8,00,00,00,00,00,05,03,4C
357,8,FE,07,80,00,00,00,0D,74
880,8,00,20,00,80,00,00,00,00
339,8,00,00,00,FF,00,FF,B0,AE
1349,8,D8,00,00,89,00,00,00,00
304,8,85,80,00,FF,54,7C,0E,1D
688,5,EB,FF,00,07,64
399,8,FA,70,00,00,00,44,00,20
339,8,00,00,00,FF,00,FF,70,6E
544,8,8A,03,FF,C7,0C,00,42,10
880,8,00,20,00,80,00,00,00,00
1508,3,00,00,00
320,8,00,00,00,00,10,33,2D,01
1349,8,D8,65,00,89,00,00,00,00
848,8,00,6B,61,94,99,00,00,07
544,8,8B,03,FF,C7,0C,00,36,10
1349,8,D8,00,00,89,00,00,00,00
320,8,00,00,00,00,0A,04,28,47
1264,8,80,00,EC,00,00,39,3C,0F
704,8,3D,00,00,00,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,57
356,8,00,08,00,00,00,00,07,0F
305,8,B4,7F,00,00,00,7C,05,88
672,8,28,00,92,1C,B5,09,7D,03
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1264,8,80,00,00,00,00,39,3C,0F
320,8,00,00,00,00,02,00,20,8E
1088,8,FF,00,00,00,FF,DB,09,00
339,8,00,00,00,FF,00,FF,A0,9E
399,8,FA,70,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
848,8,00,6B,B1,94,99,00,00,D7
320,8,00,00,00,00,02,29,2D,6C
688,5,E9,FF,00,07,88
1349,8,D8,00,00,89,00,00,00,00
497,8,00,00,00,00,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,00
399,8,FA,70,00,00,00,44,00,20
1349,8,D8,6B,00,89,00,00,00,00
1087,8,00,40,61,FF,6F,0A,0A,00
497,8,00,00,00,00,00,00,00,00
790,8,45,39,78,0A,39,37,00,71
1349,8,D8,6D,00,89,00,00,00,00
1200,8,01,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,19,0A,00
320,8,00,00,00,00,1E,00,2C,00
848,8,00,6B,D1,94,99,00,00,B7
848,8,00,6B,E1,94,99,00,00,87
790,8,45,38,A8,0A,38,37,00,71
1349,8,D8,00,00,89,00,00,00,00
497,8,00,00,00,00,00,00,00,00
1264,8,80,00,3E,00,00,39,3C,0F
1264,8,80,00,40,00,00,39,3C,0F
1200,8,01,00,00,00,00,00,00,00
320,8,00,00,00,00,12,20,20,E3
880,8,00,20,00,80,00,00,00,00
544,8,88,03,FF,C7,0C,00,48,10
809,8,D6,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
356,8,00,08,00,00,00,00,0F,07
672,8,48,00,92,1C,B5,09,7D,03
1508,3,00,00,00
1088,8,FF,00,00,00,FF,5B,0A,00
1088,8,FF,00,00,00,FF,5E,0A,00
2,8,00,00,00,00,00,06,06,F1
608,8,23,38,37,30,25,9E,5E,11
1349,8,D8,00,00,89,00,00,00,00
1264,8,80,00,62,00,00,39,3C,0F
544,8,8A,03,FF,C7,0C,00,43,10
672,8,48,00,92,1C,B5,09,7D,03
1508,3,00,00,00
304,8,92,80,00,FF,5B,7C,05,63
1088,8,FF,00,00,00,FF,80,0A,00
809,8,0F,BC,7E,10,11,20,00,12
688,5,EB,FF,00,07,EC
1680,8,03,00,01,00,80,00,3C,00
305,8,00,80,00,00,0A,7C,00,F9
608,8,23,37,37,30,25,9E,5C,05
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
357,8,FE,07,80,00,00,00,0F,76
688,5,E9,FF,00,07,CC
1201,8,01,00,00,00,00,00,00,01
356,8,00,08,00,00,00,00,03,0B
544,8,87,03,FF,C7,0C,00,48,10
672,8,48,00,92,1C,B5,09,7D,03
1349,8,D8,68,00,89,00,00,00,00
848,8,00,6B,A1,94,99,00,00,C7
320,8,00,00,00,00,04,25,2A,4D
357,8,FD,07,80,00,00,00,04,7E
1349,8,D8,67,00,89,00,00,00,00
544,8,89,03,FF,C7,0C,00,43,10
1088,8,FF,00,00,00,FF,86,0A,00
1264,8,80,00,9C,00,00,39,3C,0F
608,8,22,38,36,30,25,9E,5E,22
1088,8,FF,00,00,00,FF,7D,0A,00
497,8,00,00,00,00,00,00,00,00
608,8,22,37,36,30,25,9E,5E,14
1349,8,D8,00,00,89,00,00,00,00
304,8,92,80,00,FF,58,7C,02,BC
704,8,3D,00,00,00,00,00,00,00
356,8,00,08,00,00,00,00,0A,02
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,20
880,8,00,20,00,80,00,00,00,00
1201,8,01,00,00,00,00,00,00,01
672,8,28,00,92,1C,B5,09,7D,03
1088,8,FF,00,00,00,FF,58,0A,00
688,5,EB,FF,00,07,EC
2,8,00,00,00,00,00,01,08,AE
305,8,00,80,00,00,DE,7B,0A,6C
320,8,00,00,00,00,02,00,2C,12
880,8,00,20,00,80,00,00,00,00
544,8,8A,03,FF,C7,0C,00,3F,10
1349,8,D8,00,00,89,00,00,00,00
1265,8,08,17,00,00,00,00,00,00
356,8,00,08,00,00,00,00,0B,03
357,8,FF,F7,7F,00,00,00,06,71
1349,8,D8,00,00,8A,00,00,00,00
880,8,00,20,00,80,00,00,00,00
688,5,E9,FF,00,07,88
320,8,00,00,00,00,0A,00,22,B8
356,8,00,08,00,00,00,00,08,00
1349,8,D8,65,00,89,00,00,00,00
544,8,88,03,FF,C7,0C,00,46,10
544,8,8C,03,FF,C7,0C,00,46,10
1349,8,D8,00,00,89,00,00,00,00
2,8,00,00,00,00,00,06,0F,04
880,8,00,20,00,80,00,00,00,00
1435,8,00,00,00,00,00,00,00,C4
672,8,68,00,92,1C,B5,09,7D,03
704,8,3D,00,00,00,00,00,00,00
304,8,86,80,00,FF,5A,7C,0A,87
608,8,23,39,38,30,25,9D,62,2A
688,5,E9,FF,00,07,99
1087,8,00,40,61,FF,6F,DF,09,00
1088,8,FF,00,00,00,FF,E1,09,00
399,8,FA,71,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
320,8,00,00,00,00,0C,01,29,3E
1088,8,FF,00,00,00,FF,DE,09,00
497,8,00,00,00,00,00,00,00,00
2,8,00,00,00,00,00,09,00,1C
305,8,10,80,00,00,F2,7B,02,07
320,8,00,00,00,00,0C,21,24,CA
688,5,EB,FF,00,07,13
1264,8,80,00,14,00,00,39,3C,0F
1088,8,FF,00,00,00,FF,F1,09,00
688,5,EB,FF,00,07,8A
399,8,FA,71,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,31
339,8,00,00,00,FF,00,FF,D0,CE
544,8,8B,03,FF,C7,0C,00,44,10
161,8,7F,80,00,00,2D,00,00,00
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,14,0A,00
339,8,00,00,00,FF,00,FF,90,8E
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,6C,00,89,00,00,00,00
2,8,00,00,00,00,00,00,07,59
320,8,00,00,00,00,02,29,29,18
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,6C,00,89,00,00,00,00
1088,8,FF,00,00,00,FF,2B,0A,00
880,8,00,20,00,80,00,00,00,00
848,8,00,6B,11,94,99,00,00,77
688,5,E9,FF,00,07,77
544,8,87,03,FF,C7,0C,00,48,10
898,8,00,00,00,00,00,00,00,88
1264,8,80,00,4A,00,00,39,3C,0F
2,8,00,00,00,00,00,01,0F,FD
320,8,00,00,00,00,0A,27,21,13
320,8,00,00,00,00,02,00,23,A9
1349,8,D8,00,00,89,00,00,00,00
544,8,88,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
688,5,EB,FF,00,07,CE
1349,8,D8,00,00,89,00,00,00,00
688,5,E9,FF,00,07,33
1442,4,29,00,00,00
544,8,8A,03,FF,C7,09,00,48,10
399,8,FA,70,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
2,8,00,00,00,00,00,05,0B,A4
1088,8,FF,00,00,00,FF,6E,0A,00
688,5,EB,FF,00,07,13
898,8,00,00,00,00,00,00,00,88
497,8,00,00,00,00,00,00,00,00
688,5,E9,FF,00,07,AA
880,8,00,20,00,80,00,00,00,00
672,8,08,00,92,1C,B5,09,7D,03
1349,8,D8,00,00,89,00,00,00,00
544,8,8A,03,FF,C7,0C,00,46,10
544,8,8A,03,FF,C7,0C,00,3F,10
672,8,28,00,92,1C,B5,09,7D,03
304,8,8D,80,00,FF,5A,7C,05,09
357,8,FD,07,80,00,00,00,02,78
1088,8,FF,00,00,00,FF,5E,0A,00
608,8,23,38,37,30,25,9E,5D,21
357,8,FE,07,80,00,00,00,09,70
1088,8,FF,00,00,00,FF,44,0A,00
608,8,22,38,37,30,25,9E,5E,12
339,8,00,00,00,FF,00,FF,40,3E
1087,8,00,40,61,FF,6F,3C,0A,00
880,8,00,20,00,80,00,00,00,00
1201,8,01,00,00,00,00,00,00,01
305,8,00,80,00,00,E4,7B,0D,18
320,8,00,00,00,00,12,12,2F,01
339,8,00,00,00,FF,00,FF,20,1E
848,8,00,6B,11,94,99,00,00,77
1264,8,80,00,A6,00,00,39,3C,0F
1349,8,D8,00,00,89,00,00,00,00
305,8,F8,7F,00,00,07,7C,0A,DC
672,8,08,00,92,1C,B5,09,7D,03
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
2,8,00,00,00,00,00,00,03,2D
672,8,28,00,92,1C,B5,09,7D,03
1349,8,D8,00,00,89,00,00,00,00
339,8,00,00,00,FF,00,FF,B0,AE
1088,8,FF,00,00,00,FF,3A,0A,00
497,8,00,00,00,00,00,00,00,00
2,8,00,00,00,00,00,00,00,0A
320,8,00,00,00,00,04,25,22,A5
880,8,00,20,00,80,00,00,00,00
790,8,45,40,24,0B,40,37,00,71
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,57
356,8,00,08,00,00,00,00,02,0A
320,8,00,00,00,00,16,28,20,BF
688,5,EB,FF,00,07,CE
1349,8,D8,00,00,89,00,00,00,00
544,8,8A,03,FF,C7,0C,00,3F,10
357,8,FF,F7,7F,00,00,00,0A,7D
688,5,E9,FF,00,07,77
848,8,00,6B,E1,94,9A,00,00,84
320,8,00,00,00,00,02,00,2F,35
497,8,00,00,00,00,00,00,00,00
898,8,00,00,00,00,00,00,00,C4
1349,8,D8,00,00,89,00,00,00,00
305,8,3C,80,00,00,D6,7B,08,37
320,8,00,00,00,00,16,27,2A,CE
608,8,2E,55,68,30,25,A9,88,65
544,8,88,03,FF,C7,0C,00,44,10
544,8,89,03,FF,C7,0C,00,43,10
848,8,00,6B,91,94,9A,00,00,F4
1264,8,80,00,F8,00,00,39,3C,0F
790,8,45,2D,C4,0F,2D,33,00,71
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
1349,8,D8,00,00,8A,00,00,00,00
320,8,00,00,00,00,12,00,20,96
1435,8,00,00,00,00,00,00,00,C4
790,8,45,23,A8,0F,23,33,00,71
1349,8,D8,00,00,89,00,00,00,00
688,5,EB,FF,00,07,B9
2,8,00,00,00,00,00,08,0B,9F
320,8,00,00,00,00,10,33,2D,01
809,8,0F,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
608,8,21,25,28,30,25,AD,40,16
356,8,00,08,00,00,00,00,0C,04
704,8,3D,00,00,00,00,00,00,00
848,8,00,6B,E1,94,9A,00,00,84
1508,3,00,00,00
1349,8,D8,67,00,89,00,00,00,00
688,5,EB,FF,00,07,75
1201,8,01,00,00,00,00,00,00,01
356,8,00,08,00,00,00,00,0B,03
1264,8,80,00,2E,00,00,39,3C,0F
809,8,0F,BC,7E,10,11,20,00,12
880,8,00,20,00,80,00,00,00,00
688,5,EB,FF,00,07,13
320,8,00,00,00,00,04,25,22,A5
790,8,45,30,64,0D,30,35,00,71
1349,8,D8,00,00,89,00,00,00,00
339,8,00,00,00,FF,00,FF,30,2E
1264,8,80,00,40,00,00,39,3C,0F
790,8,45,34,14,0D,34,35,00,71
1349,8,D8,64,00,89,00,00,00,00
305,8,18,80,00,00,F2,7B,01,F2
688,5,EB,FF,00,07,A8
1088,8,FF,00,00,00,FF,69,0C,00
688,5,EB,FF,00,07,FD
1200,8,01,00,00,00,00,00,00,00
1264,8,80,00,52,00,00,39,3C,0F
357,8,FD,07,80,00,00,00,09,73
339,8,00,00,00,FF,00,FF,C0,BE
880,8,00,20,00,80,00,00,00,00
688,5,EB,FF,00,07,9B
672,8,08,00,92,1C,B5,09,7D,03
356,8,00,08,00,00,00,00,0D,05
320,8,00,00,00,00,1C,23,2B,F1
1088,8,FF,00,00,00,FF,D1,0B,00
544,8,88,03,FF,C7,0C,00,30,10
2,8,00,00,00,00,00,01,02,7C
2,8,00,00,00,00,00,02,04,E6
320,8,00,00,00,00,02,00,26,C0
1349,8,D8,00,00,89,00,00,00,00
544,8,89,03,FF,C7,0C,00,48,10
1435,8,00,00,00,00,00,00,00,00
1264,8,80,00,76,00,00,39,3C,0F
304,8,88,80,00,FF,4E,7C,01,57
304,8,83,80,00,FF,6B,7C,03,E1
1087,8,00,40,61,FF,6F,60,0B,00
544,8,89,03,FF,C7,0C,00,45,10
790,8,45,38,B8,0B,38,37,00,71
320,8,00,00,00,00,04,21,2C,2E
880,8,00,20,00,80,00,00,00,00
339,8,00,00,00,FF,00,FF,00,FE
1349,8,D8,00,00,89,00,00,00,00
704,8,3D,00,00,00,00,00,00,00
356,8,00,08,00,00,00,00,0B,03
790,8,45,36,8C,0B,36,37,00,71
357,8,FD,F7,7F,00,00,00,0B,7E
848,8,00,6B,71,94,9A,00,00,14
1088,8,FF,00,00,00,FF,0C,0B,00
357,8,FE,07,80,00,00,00,02,7B
320,8,00,00,00,00,0E,09,24,E6
880,8,00,20,00,80,00,00,00,00
544,8,89,03,FF,C7,0C,00,3D,10
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
304,8,70,80,00,FF,58,7C,0F,97
1264,8,80,00,AA,00,00,39,3C,0F
160,8,6D,85,38,0B,00,27,02,00
1349,8,D8,60,00,89,00,00,00,00
1087,8,00,40,61,FF,6F,BA,0A,00
357,8,FD,07,80,00,00,00,0C,76
320,8,00,00,00,00,0C,21,2C,22
544,8,89,03,FF,C7,0C,00,48,10
1264,8,80,00,BA,00,00,39,3C,0F
1264,8,80,00,BC,00,00,39,3C,0F
2,8,00,00,00,00,00,0A,05,A1
848,8,00,6B,C1,94,9A,00,00,A4
880,8,00,20,00,80,00,00,00,00
339,8,00,00,00,FF,00,FF,E0,DE
809,8,D6,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
304,8,8C,80,00,FF,44,7C,04,58
608,8,20,37,35,30,25,9E,66,3C
704,8,3D,00,00,00,00,00,00,00
544,8,89,03,FF,C7,0C,00,48,10
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,53,0A,00
809,8,40,BC,7E,10,11,20,00,12
320,8,00,00,00,00,06,26,23,6F
880,8,00,20,00,80,00,00,00,00
497,8,00,00,00,00,00,00,00,00
399,8,FA,71,00,00,00,44,00,20
704,8,3D,00,00,00,00,00,00,00
2,8,00,00,00,00,00,01,0E,E0
320,8,00,00,00,00,16,28,20,BF
544,8,88,03,FF,C7,0C,00,45,10
544,8,8A,03,FF,C7,0C,00,47,10
1264,8,80,00,F2,00,00,39,3C,0F
688,5,EB,FF,00,07,9B
608,8,21,3A,38,30,25,9C,6E,11
809,8,40,BC,7E,10,11,20,00,12
320,8,00,00,00,00,02,00,2F,35
544,8,89,03,FF,C7,0C,00,3C,10
497,8,00,00,00,00,00,00,00,00
809,8,86,BC,7E,10,11,20,00,12
1349,8,D8,00,00,89,00,00,00,00
1264,8,80,00,06,00,00,39,3C,0F
544,8,8A,03,FF,C7,0C,00,41,10
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,00,00,88,00,00,00,00
1201,8,01,00,00,00,00,00,00,01
320,8,00,00,00,00,06,21,25,D8
1349,8,D8,00,00,89,00,00,00,00
688,5,E9,FF,00,07,EE
1264,8,80,00,18,00,00,39,3C,0F
1264,8,80,00,1A,00,00,39,3C,0F
809,8,40,BC,7E,10,11,20,00,12
305,8,30,80,00,00,E5,7B,02,FA
544,8,87,03,FF,C7,0C,00,45,10
608,8,23,3C,3B,30,25,9C,72,24
1349,8,D8,00,00,89,00,00,00,00
356,8,00,08,00,00,00,00,0F,07
1201,8,01,00,00,00,00,00,00,01
320,8,00,00,00,00,14,0F,2F,8B
544,8,89,03,FF,C7,0C,00,3F,10
497,8,00,00,00,00,00,00,00,00
880,8,00,20,00,80,00,00,00,00
2,8,00,00,00,00,00,08,08,B8
608,8,23,3A,39,30,25,9D,65,25
688,5,EB,FF,00,07,64
544,8,88,03,FF,C7,0C,00,45,10
399,8,FA,71,00,00,00,44,00,20
688,5,EB,FF,00,07,9B
320,8,00,00,00,00,0E,28,25,C2
1088,8,FF,00,00,00,FF,0D,0A,00
1088,8,FF,00,00,00,FF,10,0A,00
672,8,08,00,92,1C,B5,09,7D,03
1349,8,D8,68,00,89,00,00,00,00
357,8,FD,07,80,00,00,00,0E,74
304,8,7E,80,00,FF,50,7C,02,1B
672,8,28,00,92,1C,B5,09,7D,03
880,8,00,20,00,80,00,00,00,00
880,8,00,20,00,80,00,00,00,00
688,5,E9,FF,00,07,55
1349,8,D8,00,00,89,00,00,00,00
1088,8,FF,00,00,00,FF,31,0A,00
357,8,FF,F7,7F,00,00,00,01,76
399,8,FA,71,00,00,00,44,00,20
848,8,00,6B,C1,94,9A,00,00,A4
357,8,FE,17,80,00,00,00,08,61
1200,8,01,00,00,00,00,00,00,00
320,8,00,00,00,00,08,29,2C,7E
688,5,E9,FF,00,07,AA
497,8,00,00,00,00,00,00,00,00
1088,8,FF,00,00,00,FF,47,0A,00
688,5,EB,FF,00,07,02
305,8,E8,7F,00,00,F6,7B,08,A1
320,8,00,00,00,00,1A,39,2A,9F
357,8,FE,F7,7F,00,00,00,0E,78
544,8,88,03,FF,C7,0C,00,40,10
544,8,8B,03,FF,C7,0C,00,48,10
357,8,FE,F7,7F,00,00,00,05,73
2,8,00,00,00,00,00,02,05,FB
1088,8,FF,00,00,00,FF,6F,0A,00
357,8,FE,F7,7F,00,00,00,0C,7A
1264,8,80,00,8C,00,00,39,3C,0F
880,8,00,20,00,80,00,00,00,00
305,8,B8,7F,00,00,05,7C,00,D3
672,8,28,00,92,1C,B5,09,7D,03
1349,8,D8,00,00,89,00,00,00,00
1087,8,00,40,61,FF,6F,8A,0A,00
880,8,00,20,00,80,00,00,00,00
356,8,00,08,00,00,00,00,0F,07
1680,8,03,00,01,00,80,00,00,00
848,8,00,6B,91,94,9A,00,00,F4
544,8,89,03,FF,C7,0C,00,43,10
809,8,86,BC,7E,10,11,20,00,12
320,8,00,00,00,00,0E,21,26,F3
320,8,00,00,00,00,12,00,28,7E
672,8,48,00,92,1C,B5,09,7D,03
688,5,EB,FF,00,07,FD
1088,8,FF,00,00,00,FF,8C,0A,00
880,8,00,20,00,80,00,00,00,00
1201,8,01,00,00,00,00,00,00,01
790,8,45,37,E0,0A,37,37,00,71
1442,4,29,00,00,00
497,8,00,00,00,00,00,00,00,00
497,8,00,00,00,00,00,00,00,00
672,8,48,00,92,1C,B5,09,7D,03
880,8,00,20,00,80,00,00,00,00
1088,8,FF,00,00,00,FF,70,0A,00
399,8,FA,71,00,00,00,44,00,20
1349,8,D8,00,00,89,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
1201,8,01,00,00,00,00,00,00,01
320,8,00,00,00,00,0E,28,2D,2A
1088,8,FF,00,00,00,FF,59,0A,00
1349,8,D8,62,00,89,00,00,00,00
1435,8,00,00,00,00,00,00,00,88
1349,8,D8,00,00,89,00,00,00,00
497,8,00,00,00,00,00,00,00,00
399,8,FA,71,00,00,00,44,00,20
320,8,00,00,00,00,06,26,2B,87
1088,8,FF,00,00,00,FF,5D,0A,00
544,8,88,03,FF,C7,0C,00,47,10
1349,8,D8,00,00,89,00,00,00,00
880,8,00,20,00,80,00,00,00,00
1200,8,01,00,00,00,00,00,00,00
608,8,22,38,37,30,25,9E,5E,30
1349,8,D8,00,00,89,00,00,00,00
339,8,00,00,00,FF,00,FF,D0,CE
880,8,00,20,00,80,00,00,00,00
304,8,76,80,00,FF,59,7C,01,6D
848,8,00,6B,41,94,9A,00,00,24
1088,8,FF,00,00,00,FF,7A,0A,00
544,8,88,03,FF,C7,0C,00,40,10
1349,8,D8,68,00,89,00,00,00,00
1349,8,D8,00,00,89,00,00,00,00
304,8,79,80,00,FF,5C,7C,0E,03
320,8,00,00,00,00,12,20,20,E3
1265,8,08,17,00,00,00,00,00,00
544,8,88,03,FF,C7,0C,00,35,10
880,8,00,20,00,80,00,00,00,00
305,8,24,80,00,00,EE,7B,09,65
809,8,0F,BC,7E,10,11,20,00,12
880,8,00,20,00,80,00,00,00,00
