FCO,22.272000000000002,1594872751.220695
FCO,0.0,1594872751.282562
FCO,0.0,1594872751.3020241
FCO,18.176000000000002,1594872751.3271072
FCO,0.0,1594872751.3426306
FCO,15.616,1594872751.445048
FCO,0.0,1594872751.465416
FCO,0.0,1594872751.486066
FCO,0.0,1594872751.5026612
FCO,14.208,1594872751.5472894
FCO,0.0,1594872751.563802
FCO,0.0,1594872751.61291
FCO,0.0,1594872751.633602
FCO,0.0,1594872751.641951
FCO,13.312000000000001,1594872751.6537669
FCO,0.0,1594872751.666173
FCO,13.184000000000001,1594872751.6865802
FCO,0.0,1594872751.69475
FCO,13.056000000000001,1594872751.702999
FCO,0.0,1594872751.744562
FCO,0.0,1594872751.781257
FCO,0.0,1594872751.842601
FCO,0.0,1594872751.8631349
FCO,12.928,1594872751.884371
FCO,0.0,1594872751.903739
FCO,0.0,1594872751.932373
FCO,0.0,1594872751.9938931
FCO,0.0,1594872752.005984
FCO,12.8,1594872752.043254
FCO,0.0,1594872752.0634592
FCO,0.0,1594872752.124823
FCO,12.544,1594872752.141645
FCO,0.0,1594872752.1831849
FCO,0.0,1594872752.194648
FCO,12.288,1594872752.206862
FCO,0.0,1594872752.214911
FCO,0.0,1594872752.2232141
FCO,12.16,1594872752.2317948
FCO,0.0,1594872752.264041
FCO,0.0,1594872752.2847302
FCO,0.0,1594872752.292862
FCO,11.52,1594872752.3746538
FCO,0.0,1594872752.395235
FCO,11.52,1594872752.4038458
FCO,0.0,1594872752.415733
FCO,11.392,1594872752.4442961
FCO,0.0,1594872752.452925
FCO,0.0,1594872752.464731
FCO,0.0,1594872752.485356
FCO,0.0,1594872752.5263321
FCO,0.0,1594872752.592267
FCO,0.0,1594872752.6336188
FCO,0.0,1594872752.6449769
FCO,0.0,1594872752.665549
FCO,0.0,1594872752.6824038
FCO,10.752,1594872752.694161
FCO,0.0,1594872752.7147489
FCO,10.624,1594872752.72686
FCO,10.624,1594872752.7638578
FCO,0.0,1594872752.784534
FCO,0.0,1594872752.8132892
FCO,0.0,1594872752.834497
FCO,0.0,1594872752.8664694
FCO,0.0,1594872752.8830552
FCO,10.368,1594872752.91134
FCO,0.0,1594872752.9323661
FCO,0.0,1594872752.943985
FCO,0.0,1594872752.9850292
FCO,10.24,1594872752.993506
FCO,0.0,1594872753.116099
FCO,0.0,1594872753.136659
FCO,9.856,1594872753.144811
FCO,0.0,1594872753.165313
FCO,9.856,1594872753.182106
FCO,9.856,1594872753.222666
FCO,0.0,1594872753.234869
FCO,0.0,1594872753.2843919
FCO,0.0,1594872753.2926419
FCO,9.856,1594872753.304449
FCO,0.0,1594872753.31299
FCO,0.0,1594872753.32494
FCO,0.0,1594872753.333293
FCO,9.728,1594872753.345341
FCO,0.0,1594872753.414976
FCO,0.0,1594872753.4233868
FCO,0.0,1594872753.452372
FCO,0.0,1594872753.485193
FCO,0.0,1594872753.496946
FCO,0.0,1594872753.5256631
FCO,9.856,1594872753.5626082
FCO,0.0,1594872753.583293
FCO,0.0,1594872753.591542
FCO,0.0,1594872753.612361
FCO,0.0,1594872753.62398
FCO,9.984,1594872753.644423
FCO,0.0,1594872753.673045
FCO,0.0,1594872753.7139962
FCO,0.0,1594872753.743232
FCO,0.0,1594872753.7960682
FCO,0.0,1594872753.816603
FCO,0.0,1594872753.8622491
FCO,0.0,1594872753.914669
FCO,10.752,1594872753.923413
FCO,0.0,1594872753.947412
FCO,10.88,1594872753.963848
FCO,0.0,1594872753.992519
FCO,11.008000000000001,1594872754.0130491
FCO,11.264,1594872754.06632
FCO,11.264,1594872754.103408
FCO,0.0,1594872754.115437
FCO,0.0,1594872754.14407
FCO,0.0,1594872754.2137089
FCO,0.0,1594872754.222682
FCO,11.52,1594872754.242414
FCO,0.0,1594872754.263403
FCO,0.0,1594872754.275255
FCO,0.0,1594872754.284267
FCO,0.0,1594872754.303932
FCO,11.392,1594872754.385813
FCO,0.0,1594872754.4434106
FCO,0.0,1594872754.5044858
FCO,11.392,1594872754.51275
FCO,0.0,1594872754.524965
FCO,0.0,1594872754.533406
FCO,0.0,1594872754.5741198
FCO,0.0,1594872754.582944
FCO,0.0,1594872754.594746
FCO,11.52,1594872754.6068976
FCO,0.0,1594872754.614989
FCO,0.0,1594872754.6273801
FCO,0.0,1594872754.631568
FCO,0.0,1594872754.713399
FCO,0.0,1594872754.721973
FCO,0.0,1594872754.734134
FCO,0.0,1594872754.766809
FCO,0.0,1594872754.812259
FCO,0.0,1594872754.823909
FCO,11.392,1594872754.832906
FCO,0.0,1594872754.8444788
FCO,0.0,1594872754.864927
FCO,11.392,1594872754.873688
FCO,0.0,1594872754.8817458
FCO,0.0,1594872754.8935661
FCO,0.0,1594872754.902217
FCO,0.0,1594872754.9141
FCO,11.52,1594872754.9263098
FCO,0.0,1594872754.9353151
FCO,11.392,1594872754.963268
FCO,0.0,1594872754.9717062
FCO,0.0,1594872754.984042
FCO,0.0,1594872754.992249
FCO,0.0,1594872755.004407
FCO,11.52,1594872755.016377
FCO,0.0,1594872755.045406
FCO,0.0,1594872755.066253
FCO,0.0,1594872755.08609
FCO,0.0,1594872755.1722631
FCO,0.0,1594872755.184712
FCO,0.0,1594872755.2253098
FCO,13.696,1594872755.234667
FCO,0.0,1594872755.245877
FCO,0.0,1594872755.2628858
FCO,0.0,1594872755.291291
FCO,0.0,1594872755.3032699
FCO,0.0,1594872755.373215
FCO,0.0,1594872755.426089
FCO,0.0,1594872755.4629278
FCO,0.0,1594872755.4714801
FCO,15.488,1594872755.4957302
FCO,0.0,1594872755.516356
FCO,0.0,1594872755.5333068
FCO,0.0,1594872755.565273
FCO,0.0,1594872755.610789
FCO,16.384,1594872755.6758919
FCO,0.0,1594872755.68532
FCO,16.384,1594872755.7250106
FCO,0.0,1594872755.741859
FCO,0.0,1594872755.7947829
FCO,0.0,1594872755.803309
FCO,16.896,1594872755.8152454
FCO,0.0,1594872755.8321018
FCO,16.64,1594872755.864351
FCO,0.0,1594872755.876535
FCO,0.0,1594872755.884985
FCO,16.0,1594872756.0039651
FCO,0.0,1594872756.0122929
FCO,0.0,1594872756.0239608
FCO,0.0,1594872756.1141891
FCO,0.0,1594872756.12259
FCO,0.0,1594872756.134891
FCO,0.0,1594872756.163636
FCO,0.0,1594872756.175603
FCO,0.0,1594872756.184796
FCO,15.744,1594872756.19239
FCO,0.0,1594872756.204451
FCO,0.0,1594872756.2247748
FCO,0.0,1594872756.2625332
FCO,0.0,1594872756.2738118
FCO,0.0,1594872756.294508
FCO,0.0,1594872756.306609
FCO,0.0,1594872756.31475
FCO,15.616,1594872756.335397
FCO,0.0,1594872756.352119
FCO,0.0,1594872756.368211
FCO,0.0,1594872756.3723538
FCO,15.36,1594872756.384629
FCO,0.0,1594872756.413196
FCO,0.0,1594872756.433884
FCO,0.0,1594872756.4628742
FCO,15.36,1594872756.4745831
FCO,15.36,1594872756.5238051
FCO,0.0,1594872756.6020288
FCO,0.0,1594872756.635117
FCO,15.104000000000001,1594872756.667331
FCO,0.0,1594872756.732692
FCO,0.0,1594872756.765334
FCO,0.0,1594872756.78602
FCO,0.0,1594872756.794039
FCO,14.976,1594872756.802633
FCO,0.0,1594872756.8232708
FCO,0.0,1594872756.835138
FCO,14.976,1594872756.843213
FCO,0.0,1594872756.863683
FCO,0.0,1594872756.8721929
FCO,0.0,1594872756.8845286
FCO,15.104000000000001,1594872756.892711
FCO,0.0,1594872756.904622
FCO,0.0,1594872756.933566
FCO,0.0,1594872756.9663599
FCO,14.976,1594872756.983092
FCO,0.0,1594872756.994865
FCO,0.0,1594872757.00704
FCO,14.976,1594872757.0316641
FCO,0.0,1594872757.043875
FCO,0.0,1594872757.064385
FCO,0.0,1594872757.072735
FCO,15.104000000000001,1594872757.0849779
FCO,0.0,1594872757.09307
FCO,0.0,1594872757.101769
FCO,0.0,1594872757.11361
FCO,15.104000000000001,1594872757.1342812
FCO,0.0,1594872757.183426
FCO,0.0,1594872757.191901
FCO,0.0,1594872757.232888
FCO,0.0,1594872757.244611
FCO,14.976,1594872757.273365
FCO,0.0,1594872757.2937448
FCO,0.0,1594872757.371848
FCO,0.0,1594872757.404335
FCO,14.848,1594872757.413013
FCO,0.0,1594872757.424747
FCO,0.0,1594872757.4341602
FCO,0.0,1594872757.44544
FCO,0.0,1594872757.462472
FCO,0.0,1594872757.490794
FCO,0.0,1594872757.5435839
FCO,0.0,1594872757.564118
FCO,0.0,1594872757.584933
FCO,14.976,1594872757.5967832
FCO,0.0,1594872757.613516
FCO,0.0,1594872757.625486
FCO,0.0,1594872757.671009
FCO,0.0,1594872757.6830802
FCO,0.0,1594872757.7036428
FCO,0.0,1594872757.7120378
FCO,0.0,1594872757.73256
FCO,14.976,1594872757.744316
FCO,0.0,1594872757.764828
FCO,15.104000000000001,1594872757.7815838
FCO,0.0,1594872757.8630762
FCO,0.0,1594872757.8752892
FCO,0.0,1594872757.9040694
FCO,0.0,1594872757.916554
FCO,0.0,1594872757.933512
FCO,0.0,1594872757.99419
FCO,0.0,1594872758.0023732
FCO,0.0,1594872758.014584
FCO,0.0,1594872758.0433302
FCO,0.0,1594872758.05197
FCO,15.36,1594872758.075973
FCO,0.0,1594872758.0925062
FCO,0.0,1594872758.1046348
FCO,15.232000000000001,1594872758.1621711
FCO,0.0,1594872758.2235641
FCO,0.0,1594872758.3343284
FCO,0.0,1594872758.342366
FCO,15.104000000000001,1594872758.3515186
FCO,0.0,1594872758.3628118
FCO,0.0,1594872758.374923
FCO,0.0,1594872758.383521
FCO,15.232000000000001,1594872758.3955488
FCO,0.0,1594872758.412487
FCO,0.0,1594872758.461497
FCO,0.0,1594872758.522891
FCO,14.976,1594872758.633252
FCO,0.0,1594872758.641707
FCO,0.0,1594872758.6623259
FCO,0.0,1594872758.7150571
FCO,0.0,1594872758.7320774
FCO,15.232000000000001,1594872758.7723498
FCO,0.0,1594872758.784802
FCO,0.0,1594872758.7929401
FCO,0.0,1594872758.8254886
FCO,0.0,1594872758.833971
FCO,0.0,1594872758.845975
FCO,0.0,1594872758.8915439
FCO,0.0,1594872758.927953
FCO,0.0,1594872758.9730098
FCO,0.0,1594872758.981576
FCO,0.0,1594872758.99354
FCO,0.0,1594872759.0139751
FCO,0.0,1594872759.022645
FCO,0.0,1594872759.034812
FCO,0.0,1594872759.06317
FCO,0.0,1594872759.0838258
FCO,14.976,1594872759.091884
FCO,0.0,1594872759.1040409
FCO,0.0,1594872759.112402
FCO,0.0,1594872759.13301
FCO,14.848,1594872759.1451352
FCO,0.0,1594872759.1824038
FCO,14.976,1594872759.19426
FCO,0.0,1594872759.2270179
FCO,14.976,1594872759.231122
FCO,0.0,1594872759.243299
FCO,0.0,1594872759.313
FCO,14.976,1594872759.3744042
FCO,0.0,1594872759.382828
FCO,0.0,1594872759.411765
FCO,0.0,1594872759.432529
FCO,0.0,1594872759.485116
FCO,0.0,1594872759.493288
FCO,0.0,1594872759.592072
FCO,14.976,1594872759.6037009
FCO,0.0,1594872759.612673
FCO,0.0,1594872759.624317
FCO,0.0,1594872759.6334321
FCO,0.0,1594872759.6447911
FCO,0.0,1594872759.673419
FCO,0.0,1594872759.685764
FCO,0.0,1594872759.735028
FCO,14.976,1594872759.796237
FCO,0.0,1594872759.8044848
FCO,0.0,1594872759.8169842
FCO,0.0,1594872759.8341482
FCO,0.0,1594872759.8618946
FCO,0.0,1594872759.8704598
FCO,0.0,1594872759.8911119
FCO,0.0,1594872759.9114509
FCO,14.976,1594872759.931885
FCO,0.0,1594872759.9437509
FCO,0.0,1594872760.0051222
FCO,0.0,1594872760.013751
FCO,14.976,1594872760.0256488
FCO,0.0,1594872760.062547
FCO,14.976,1594872760.0747466
FCO,0.0,1594872760.0839944
FCO,0.0,1594872760.095288
FCO,0.0,1594872760.1035151
FCO,0.0,1594872760.234708
FCO,0.0,1594872760.243138
FCO,0.0,1594872760.271338
FCO,0.0,1594872760.2846954
FCO,0.0,1594872760.292365
FCO,14.976,1594872760.3043034
FCO,0.0,1594872760.312843
FCO,0.0,1594872760.324646
FCO,0.0,1594872760.3737109
FCO,0.0,1594872760.3824582
FCO,14.976,1594872760.39434
FCO,0.0,1594872760.402914
FCO,0.0,1594872760.4352288
FCO,0.0,1594872760.476105
FCO,0.0,1594872760.5048401
FCO,0.0,1594872760.5744169
FCO,0.0,1594872760.595
FCO,0.0,1594872760.603602
FCO,0.0,1594872760.6522741
FCO,0.0,1594872760.7345002
FCO,0.0,1594872760.787582
FCO,0.0,1594872760.844814
FCO,0.0,1594872760.8820226
FCO,0.0,1594872760.893963
FCO,14.848,1594872760.902648
FCO,0.0,1594872760.914465
FCO,0.0,1594872760.92668
FCO,0.0,1594872760.935211
FCO,0.0,1594872760.943553
FCO,0.0,1594872761.024974
FCO,14.848,1594872761.0418642
FCO,0.0,1594872761.086466
FCO,0.0,1594872761.115135
FCO,0.0,1594872761.127384
FCO,0.0,1594872761.172569
FCO,14.976,1594872761.181216
FCO,0.0,1594872761.1930492
FCO,0.0,1594872761.201628
FCO,0.0,1594872761.213783
FCO,14.976,1594872761.2341812
FCO,0.0,1594872761.242553
FCO,0.0,1594872761.27124
FCO,0.0,1594872761.3326678
FCO,0.0,1594872761.344588
FCO,0.0,1594872761.426486
FCO,0.0,1594872761.443085
FCO,0.0,1594872761.4839811
FCO,14.976,1594872761.512419
FCO,0.0,1594872761.5742786
FCO,0.0,1594872761.582718
FCO,0.0,1594872761.5943966
FCO,15.104000000000001,1594872761.6029649
FCO,0.0,1594872761.6111438
FCO,0.0,1594872761.6317492
FCO,0.0,1594872761.6725106
FCO,0.0,1594872761.684796
FCO,0.0,1594872761.734812
FCO,15.104000000000001,1594872761.745902
FCO,15.104000000000001,1594872761.7831151
FCO,15.104000000000001,1594872761.832314
FCO,0.0,1594872761.8442054
FCO,0.0,1594872761.8733141
FCO,15.104000000000001,1594872761.8814359
FCO,0.0,1594872761.902008
FCO,15.104000000000001,1594872761.922453
FCO,0.0,1594872762.033498
FCO,0.0,1594872762.044935
FCO,0.0,1594872762.1227462
FCO,0.0,1594872762.135023
FCO,0.0,1594872762.184456
FCO,0.0,1594872762.1923509
FCO,15.488,1594872762.2045078
FCO,0.0,1594872762.212866
FCO,0.0,1594872762.225583
FCO,0.0,1594872762.234313
FCO,0.0,1594872762.274284
FCO,0.0,1594872762.3152616
FCO,0.0,1594872762.32389
FCO,0.0,1594872762.335638
FCO,0.0,1594872762.3765788
FCO,0.0,1594872762.413512
FCO,0.0,1594872762.422026
FCO,0.0,1594872762.442581
FCO,15.872,1594872762.4713259
FCO,0.0,1594872762.483485
FCO,0.0,1594872762.4917688
FCO,0.0,1594872762.503649
FCO,0.0,1594872762.5123358
FCO,15.872,1594872762.524152
FCO,0.0,1594872762.532851
FCO,0.0,1594872762.544561
FCO,0.0,1594872762.573159
FCO,0.0,1594872762.581985
FCO,16.0,1594872762.602359
FCO,0.0,1594872762.614291
FCO,0.0,1594872762.62639
FCO,0.0,1594872762.663981
FCO,0.0,1594872762.685164
FCO,16.384,1594872762.7332401
FCO,0.0,1594872762.761773
FCO,16.384,1594872762.7738528
FCO,0.0,1594872762.7823029
FCO,0.0,1594872762.823182
FCO,0.0,1594872762.835448
FCO,0.0,1594872762.8439028
FCO,0.0,1594872762.864117
FCO,0.0,1594872762.913194
FCO,0.0,1594872762.933974
FCO,16.64,1594872762.94225
FCO,0.0,1594872762.974708
FCO,16.896,1594872763.101946
FCO,0.0,1594872763.113919
FCO,0.0,1594872763.1224902
FCO,0.0,1594872763.134599
FCO,16.896,1594872763.1430988
FCO,0.0,1594872763.163066
FCO,0.0,1594872763.204057
FCO,17.024,1594872763.212569
FCO,0.0,1594872763.273664
FCO,0.0,1594872763.28599
FCO,16.768,1594872763.2946591
FCO,16.896,1594872763.3313289
FCO,0.0,1594872763.363611
FCO,16.896,1594872763.375903
FCO,0.0,1594872763.404626
FCO,16.896,1594872763.413214
FCO,0.0,1594872763.425191
FCO,0.0,1594872763.4336061
FCO,0.0,1594872763.515232
FCO,17.536,1594872763.52349
FCO,0.0,1594872763.5358136
FCO,0.0,1594872763.57306
FCO,0.0,1594872763.642292
FCO,19.072,1594872763.662781
FCO,0.0,1594872763.6713989
FCO,19.328,1594872763.6918454
FCO,0.0,1594872763.703757
FCO,0.0,1594872763.7124212
FCO,19.712,1594872763.7242289
FCO,0.0,1594872763.736468
FCO,0.0,1594872763.7446609
FCO,0.0,1594872763.834861
FCO,20.352,1594872763.843018
FCO,0.0,1594872763.855155
FCO,0.0,1594872763.8634694
FCO,18.688,1594872763.90475
FCO,0.0,1594872763.924851
FCO,0.0,1594872763.941608
FCO,0.0,1594872763.97395
FCO,0.0,1594872763.9824061
FCO,16.896,1594872763.99455
FCO,0.0,1594872764.002687
FCO,0.0,1594872764.01489
FCO,16.384,1594872764.027172
FCO,0.0,1594872764.0317268
FCO,0.0,1594872764.101834
FCO,0.0,1594872764.1254668
FCO,0.0,1594872764.134099
FCO,0.0,1594872764.1627672
FCO,0.0,1594872764.18697
FCO,15.488,1594872764.195267
FCO,0.0,1594872764.211649
FCO,15.872,1594872764.2239358
FCO,16.128,1594872764.264766
FCO,0.0,1594872764.281543
FCO,0.0,1594872764.302101
FCO,0.0,1594872764.313971
FCO,0.0,1594872764.3430774
FCO,16.384,1594872764.3673954
FCO,16.384,1594872764.4039972
FCO,0.0,1594872764.4125779
FCO,0.0,1594872764.4245222
FCO,0.0,1594872764.465493
FCO,16.512,1594872764.4859948
FCO,0.0,1594872764.502691
FCO,0.0,1594872764.5316422
FCO,0.0,1594872764.5845869
FCO,16.128,1594872764.5929432
FCO,0.0,1594872764.604776
FCO,0.0,1594872764.6172519
FCO,15.872,1594872764.6337466
FCO,0.0,1594872764.6420622
FCO,0.0,1594872764.666278
FCO,15.872,1594872764.6706882
FCO,0.0,1594872764.703124
FCO,15.616,1594872764.7118652
FCO,0.0,1594872764.723543
FCO,0.0,1594872764.732378
FCO,0.0,1594872764.7440689
FCO,0.0,1594872764.764547
FCO,0.0,1594872764.8139641
FCO,0.0,1594872764.87134
FCO,0.0,1594872764.89194
FCO,14.72,1594872764.9038222
FCO,0.0,1594872764.9122932
FCO,0.0,1594872764.9331949
FCO,0.0,1594872765.0349028
FCO,0.0,1594872765.043047
FCO,14.336,1594872765.0638108
FCO,0.0,1594872765.085126
FCO,14.336,1594872765.105066
FCO,0.0,1594872765.125431
FCO,0.0,1594872765.182357
FCO,14.208,1594872765.1945658
FCO,0.0,1594872765.214981
FCO,0.0,1594872765.223607
FCO,14.208,1594872765.235563
FCO,0.0,1594872765.2440572
FCO,0.0,1594872765.26413
FCO,14.08,1594872765.272428
FCO,0.0,1594872765.424256
FCO,0.0,1594872765.4612322
FCO,13.824,1594872765.473205
FCO,0.0,1594872765.481698
FCO,0.0,1594872765.493512
FCO,0.0,1594872765.502233
FCO,13.824,1594872765.514003
FCO,0.0,1594872765.522537
FCO,0.0,1594872765.5346231
FCO,0.0,1594872765.543177
FCO,0.0,1594872765.563205
FCO,0.0,1594872765.6123981
FCO,0.0,1594872765.624541
FCO,13.696,1594872765.673792
